ltp,vol_traded_today,last_traded_time,exch_feed_time,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,low_price,high_price,lower_ckt,upper_ckt,open_price,prev_close_price,ch,chp,time
1027.0,1804585,1721106055,1721106055,209,2049,1026.95,1027.0,1,435533,950848,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125856.166222
1026.95,1804585,1721106055,1721106056,209,2049,1026.95,1027.0,2,435533,950848,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125856.264061
1026.95,1804608,1721106056,1721106056,186,2049,1026.95,1027.0,6,435901,950977,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125856.865068
1026.95,1804608,1721106056,1721106057,186,2049,1026.95,1027.0,25,435901,950977,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125857.154654
1027.0,1804636,1721106057,1721106057,160,2047,1026.95,1027.0,2,435573,952011,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125857.909942
1027.0,1804636,1721106057,1721106058,160,2047,1026.95,1027.0,2,435573,952011,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125858.154577
1027.0,1804650,1721106058,1721106058,160,2543,1026.95,1027.0,1,433882,953563,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125859.066619
1027.0,1804650,1721106058,1721106059,160,2543,1026.95,1027.0,1,433882,953563,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125859.156204
1026.95,1805052,1721106060,1721106060,44,213,1026.7,1026.95,2,430616,953741,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125860.369441
1026.95,1805058,1721106060,1721106060,44,207,1026.7,1026.95,1,427993,954706,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125860.674993
1026.95,1805058,1721106060,1721106061,44,207,1026.7,1026.95,1,427993,954706,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.5,0.244,1721125861.188791
1026.7,1805211,1721106061,1721106061,19,177,1026.7,1026.8,25,431442,957843,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.25,0.2196,1721125861.656914
1026.65,1805211,1721106061,1721106062,19,177,1026.7,1026.8,1,431442,957843,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.2,0.2147,1721125862.256631
1026.65,1805517,1721106062,1721106062,43,175,1026.65,1026.8,5,431349,958889,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.2,0.2147,1721125862.674097
1026.8,1805517,1721106062,1721106063,43,175,1026.65,1026.8,1,431349,958889,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125863.338045
1026.65,1805529,1721106063,1721106063,365,93,1026.65,1026.8,10,430989,960205,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.2,0.2147,1721125863.655711
1026.8,1805529,1721106063,1721106064,365,93,1026.65,1026.8,5,430989,960205,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125864.260206
1026.8,1805537,1721106064,1721106064,365,85,1026.65,1026.8,2,432445,958623,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125864.873029
1026.8,1805537,1721106064,1721106065,365,85,1026.65,1026.8,2,432445,958623,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125865.170607
1026.8,1805587,1721106065,1721106065,360,83,1026.65,1026.8,2,432549,958061,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125865.897962
1026.65,1805587,1721106065,1721106066,360,83,1026.65,1026.8,2,432549,958061,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.2,0.2147,1721125866.206049
1026.7,1805596,1721106066,1721106066,971,35,1026.65,1026.7,5,433207,958208,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.25,0.2196,1721125867.076505
1026.65,1805596,1721106066,1721106067,971,35,1026.65,1026.7,5,433207,958208,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.2,0.2147,1721125867.161527
1026.8,1805721,1721106067,1721106067,611,82,1026.75,1026.8,1,435780,957577,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125867.940681
1026.75,1805721,1721106067,1721106068,611,82,1026.75,1026.8,8,435780,957577,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.3,0.2245,1721125868.355818
1026.8,1805747,1721106068,1721106068,340,74,1026.65,1026.8,3,434564,956643,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125868.877581
1026.8,1805747,1721106068,1721106069,340,74,1026.65,1026.8,3,434564,956643,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125869.175378
1026.8,1805774,1721106069,1721106069,340,47,1026.65,1026.8,25,434266,956818,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125869.891237
1026.8,1805774,1721106069,1721106070,340,47,1026.65,1026.8,25,434266,956818,1023.16,1019.2,1028.5,0,0,1025.5,1024.45,2.35,0.2294,1721125870.167627
1027.2,1809326,1721106070,1721106070,474,134,1027.0,1027.2,55,426748,943394,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.75,0.2684,1721125871.078466
1027.0,1809326,1721106070,1721106071,474,134,1027.0,1027.2,196,426748,943394,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125871.282366
1027.2,1809532,1721106071,1721106071,273,129,1027.0,1027.2,3,436855,950860,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.75,0.2684,1721125872.041535
1027.2,1809532,1721106071,1721106072,273,129,1027.0,1027.2,3,436855,950860,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.75,0.2684,1721125872.171928
1027.0,1809536,1721106072,1721106072,271,127,1027.0,1027.2,2,436913,951085,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125872.668267
1027.0,1809536,1721106072,1721106073,271,127,1027.0,1027.2,40,436913,951085,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125873.271528
1027.2,1809619,1721106073,1721106073,1100,67,1027.0,1027.2,2,435743,951420,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.75,0.2684,1721125873.785334
1027.2,1809619,1721106073,1721106074,1100,67,1027.0,1027.2,1,435743,951420,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.75,0.2684,1721125874.193196
1027.0,1809697,1721106074,1721106074,1053,36,1027.0,1027.2,47,434562,951482,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125874.668423
1027.0,1809697,1721106074,1721106075,1053,36,1027.0,1027.2,47,434562,951482,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125875.218564
1027.0,1809777,1721106075,1721106075,974,35,1027.0,1027.2,3,435583,951169,1023.17,1019.2,1028.5,0,0,1025.5,1024.45,2.55,0.2489,1721125875.68488
1027.5,2028261,1721106514,1721106516,10,96,1027.55,1027.7,12,428744,996761,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126316.517642
1027.65,2028261,1721106514,1721106516,10,96,1027.55,1027.7,9,428744,996761,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126317.115026
1027.7,2028299,1721106516,1721106517,10,86,1027.55,1027.7,1,428699,996553,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126317.198639
1027.7,2028299,1721106516,1721106517,10,86,1027.55,1027.7,3,428699,996553,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126317.300795
1027.7,2028302,1721106517,1721106517,10,83,1027.55,1027.7,3,428699,996570,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126317.402594
1027.55,2028302,1721106517,1721106518,10,83,1027.55,1027.7,1,428699,996570,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126318.317534
1027.5,2028403,1721106518,1721106518,67,5,1027.5,1027.6,76,429618,996225,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126318.61674
1027.6,2028403,1721106518,1721106519,67,5,1027.5,1027.6,3,429618,996225,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126319.30158
1027.6,2028406,1721106518,1721106519,164,2,1027.5,1027.6,3,429661,996454,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126319.654975
1027.5,2028406,1721106518,1721106520,164,2,1027.5,1027.6,1,429661,996454,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126320.309681
1027.45,2028512,1721106520,1721106520,97,82,1027.45,1027.7,2,428539,996652,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126320.804701
1027.5,2028512,1721106520,1721106521,97,82,1027.45,1027.7,10,428539,996652,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126321.421393
1027.5,2028524,1721106521,1721106521,93,82,1027.5,1027.7,1,429353,997190,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126322.023057
1027.5,2028524,1721106521,1721106522,93,82,1027.5,1027.7,5,429353,997190,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126322.308507
1027.6,2028532,1721106522,1721106523,86,17,1027.5,1027.65,1,430395,997474,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126323.227383
1027.6,2028532,1721106522,1721106523,86,17,1027.5,1027.65,1,430905,996638,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126323.419703
1027.65,2028532,1721106522,1721106524,86,17,1027.5,1027.65,1,430905,996638,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126324.306998
1027.65,2028635,1721106524,1721106524,1,14,1027.6,1027.65,1,431222,997546,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126324.405927
1027.65,2028635,1721106524,1721106525,1,14,1027.6,1027.65,2,431222,997546,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126325.307054
1027.6,2028679,1721106525,1721106525,284,14,1027.45,1027.65,10,430079,999309,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126325.623742
1027.6,2028679,1721106525,1721106526,284,14,1027.45,1027.65,10,430079,999309,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126326.323716
1027.45,2028680,1721106526,1721106526,283,10,1027.45,1027.5,1,430864,1001028,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126326.623921
1027.5,2028680,1721106526,1721106527,283,10,1027.45,1027.5,6,430864,1001028,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126327.308524
1027.45,2029281,1721106527,1721106527,132,50,1027.45,1027.65,150,430747,997620,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126327.84712
1027.45,2029281,1721106527,1721106528,132,50,1027.45,1027.65,10,430747,997620,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126328.310508
1027.65,2029339,1721106528,1721106528,112,82,1027.45,1027.5,19,431895,1000166,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126329.075837
1027.65,2029339,1721106528,1721106529,112,82,1027.45,1027.5,19,431895,1000166,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126329.435218
1027.45,2029343,1721106529,1721106530,108,82,1027.45,1027.5,1,431238,999587,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126330.21255
1027.45,2029478,1721106530,1721106531,74,2,1027.45,1027.5,1,430643,998713,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.0,0.2928,1721126331.322757
1027.5,2029478,1721106530,1721106531,74,2,1027.45,1027.5,2,430643,998713,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126331.435195
1027.5,2029480,1721106531,1721106532,98,22,1027.5,1027.65,2,430688,998922,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126332.217457
1027.5,2029480,1721106531,1721106532,713,27,1027.5,1027.65,2,431213,998928,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126332.428484
1027.5,2029480,1721106531,1721106532,713,27,1027.5,1027.65,5,431213,998928,1023.76,1019.2,1029.6,0,0,1025.5,1024.45,3.05,0.2977,1721126333.113929
1027.7,2039711,1721106619,1721106620,622,77,1027.55,1027.7,29,433820,1003435,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126420.347968
1027.55,2041027,1721106620,1721106620,262,132,1027.55,1027.65,364,425991,1007053,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126420.743817
1027.55,2041027,1721106620,1721106621,262,132,1027.55,1027.65,100,425991,1007053,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126421.353497
1027.6,2041157,1721106621,1721106621,162,129,1027.55,1027.6,25,432980,1008098,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126421.548353
1027.6,2041157,1721106621,1721106622,162,129,1027.55,1027.6,6,432980,1008098,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126422.349018
1027.6,2041187,1721106622,1721106622,162,99,1027.55,1027.6,6,432856,1008498,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126422.560692
1027.55,2041187,1721106622,1721106623,162,99,1027.55,1027.6,39,432856,1008498,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126423.349422
1027.55,2041226,1721106622,1721106623,123,99,1027.55,1027.6,39,432629,1008539,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126423.765009
1027.55,2041226,1721106622,1721106624,123,99,1027.55,1027.6,39,432591,1007826,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126424.550077
1027.65,2041226,1721106622,1721106624,123,99,1027.55,1027.6,64,432591,1007826,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126424.923035
1027.55,2041226,1721106622,1721106625,123,99,1027.55,1027.6,10,432591,1007826,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126425.435988
1027.55,2041419,1721106625,1721106625,767,259,1027.55,1027.65,10,431471,1008136,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126425.674067
1027.65,2041419,1721106625,1721106626,767,259,1027.55,1027.65,80,431471,1008136,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126426.357271
1027.55,2041964,1721106626,1721106626,679,115,1027.55,1027.65,292,431260,1008028,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126426.751787
1027.55,2041964,1721106626,1721106627,679,115,1027.55,1027.65,292,431260,1008028,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126427.38115
1027.55,2041964,1721106626,1721106627,679,115,1027.55,1027.65,292,431265,1008057,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126427.555749
1027.65,2041964,1721106626,1721106628,679,115,1027.55,1027.65,4,431265,1008057,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126428.359076
1027.55,2041974,1721106628,1721106628,676,110,1027.55,1027.65,3,431237,1008225,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126428.553336
1027.55,2041974,1721106628,1721106629,676,110,1027.55,1027.65,1,431237,1008225,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126429.429944
1027.55,2042075,1721106628,1721106629,580,20,1027.55,1027.6,1,432302,1008227,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126429.558244
1027.6,2042075,1721106628,1721106630,580,20,1027.55,1027.6,1,432302,1008227,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.15,0.3075,1721126430.45449
1027.65,2042196,1721106630,1721106630,580,14,1027.55,1027.65,96,432162,1008329,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126430.674888
1027.65,2042196,1721106630,1721106631,580,14,1027.55,1027.65,2,432162,1008329,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126431.360119
1027.65,2042217,1721106630,1721106631,580,3,1027.55,1027.65,2,432567,1008337,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126431.967228
1027.55,2042217,1721106630,1721106632,580,3,1027.55,1027.65,25,432567,1008337,1023.78,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126432.398309
1027.7,2044262,1721106632,1721106632,555,103,1027.55,1027.7,1969,432835,1006507,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126432.970392
1027.55,2044262,1721106632,1721106633,555,103,1027.55,1027.7,52,432835,1006507,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.1,0.3026,1721126433.357334
1027.7,2044435,1721106633,1721106633,402,83,1027.55,1027.7,20,431111,1006080,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126433.77435
1027.7,2044435,1721106633,1721106634,402,83,1027.55,1027.7,5,431111,1006080,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126434.357944
1027.65,2044445,1721106634,1721106634,149,78,1027.65,1027.7,1,431933,1006501,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126434.968671
1027.65,2044445,1721106634,1721106635,149,78,1027.65,1027.7,80,431933,1006501,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126435.359151
1027.65,2044571,1721106635,1721106635,59,66,1027.65,1027.7,1,431658,1006772,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126435.97146
1027.65,2044571,1721106635,1721106636,59,66,1027.65,1027.7,7,431658,1006772,1023.79,1019.2,1029.6,0,0,1025.5,1024.45,3.2,0.3124,1721126436.376779
1028.0,2068773,1721106717,1721106718,340,166,1028.0,1028.05,28,424926,998967,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126518.744873
1028.0,2068781,1721106718,1721106719,341,166,1028.0,1028.05,8,424938,999405,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126519.342582
1028.0,2068781,1721106718,1721106720,341,166,1028.0,1028.05,10,424938,999405,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126520.441949
1028.0,2068791,1721106719,1721106720,331,166,1028.0,1028.05,10,424984,1000049,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126520.544522
1028.0,2068791,1721106719,1721106720,331,218,1028.0,1028.05,10,424984,1000031,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126520.727731
1028.0,2068791,1721106719,1721106721,331,218,1028.0,1028.05,3,424984,1000031,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126521.438404
1028.05,2068795,1721106721,1721106721,328,217,1028.0,1028.05,1,425803,999490,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.6,0.3514,1721126521.724426
1028.0,2068795,1721106721,1721106722,328,217,1028.0,1028.05,13,425803,999490,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126522.449051
1028.0,2068811,1721106722,1721106722,312,217,1028.0,1028.05,2,425216,998496,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126522.939436
1028.05,2068811,1721106722,1721106723,312,217,1028.0,1028.05,10,425216,998496,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.6,0.3514,1721126523.443365
1028.05,2068921,1721106723,1721106723,313,107,1028.0,1028.05,100,424590,999677,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.6,0.3514,1721126524.142616
1028.0,2068921,1721106723,1721106724,313,107,1028.0,1028.05,10,424590,999677,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126524.44558
1028.0,2069079,1721106725,1721106725,212,52,1028.0,1028.05,68,424390,999191,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126525.33471
1028.05,2069079,1721106725,1721106726,212,52,1028.0,1028.05,5,424390,999191,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.6,0.3514,1721126526.332403
1028.05,2069084,1721106726,1721106726,212,47,1028.0,1028.05,5,424622,999551,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.6,0.3514,1721126526.527703
1028.0,2069088,1721106726,1721106726,208,47,1028.0,1028.05,4,424893,999556,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.55,0.3465,1721126526.743938
1027.7,2069088,1721106726,1721106727,208,47,1028.0,1028.05,44,424893,999556,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126527.45282
1027.7,2069680,1721106727,1721106727,31,97,1027.7,1027.8,1,417218,1002486,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126527.942907
1027.7,2069680,1721106727,1721106728,31,97,1027.7,1027.8,37,417218,1002486,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126528.334058
1027.85,2069761,1721106728,1721106728,44,53,1027.7,1027.85,44,422044,1003135,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.4,0.3319,1721126529.166717
1027.85,2069761,1721106728,1721106729,44,53,1027.7,1027.85,44,422044,1003135,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.4,0.3319,1721126529.442422
1027.7,2069762,1721106729,1721106730,43,2,1027.7,1027.85,1,424888,1001633,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126530.331462
1027.9,2069762,1721106729,1721106730,43,2,1027.7,1027.85,8,424888,1001633,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126530.448094
1027.9,2069762,1721106729,1721106731,43,2,1027.7,1027.85,50,424888,1001633,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126531.340225
1027.9,2069822,1721106731,1721106731,33,299,1027.7,1027.9,50,425958,1002259,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126531.534795
1027.9,2069822,1721106731,1721106731,33,299,1027.7,1027.9,50,425958,1002265,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126531.73098
1027.7,2069822,1721106731,1721106732,33,299,1027.7,1027.9,2,425958,1002265,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126532.652678
1027.7,2069827,1721106732,1721106732,31,296,1027.7,1027.9,2,425921,1002153,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126532.947756
1027.7,2069827,1721106732,1721106733,31,296,1027.7,1027.9,2,425955,1002224,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126534.253272
1027.7,2069827,1721106732,1721106735,3,296,1027.6,1027.9,2,424138,1002291,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126535.338509
1027.9,2069827,1721106732,1721106736,3,296,1027.6,1027.9,100,424138,1002291,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126536.340378
1027.9,2069928,1721106736,1721106736,1263,195,1027.65,1027.9,1,425577,1002765,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126536.537457
1027.9,2069928,1721106736,1721106736,1263,236,1027.65,1027.9,1,425577,1002754,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126536.753993
1027.9,2069928,1721106736,1721106737,1263,236,1027.65,1027.9,50,425577,1002754,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126537.355073
1027.7,2070028,1721106737,1721106737,1281,186,1027.65,1027.9,50,429034,1002234,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.25,0.3172,1721126537.734913
1027.9,2070028,1721106737,1721106738,1281,186,1027.65,1027.9,37,429034,1002234,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126538.340423
1027.9,2070070,1721106738,1721106738,28,144,1027.75,1027.9,5,428854,1001899,1023.84,1019.2,1029.6,0,0,1025.5,1024.45,3.45,0.3368,1721126538.952437
